house_number,area,usage_kwh,total_bill
47799,Rural,134,29.21
47806,Rural,285,71.99
47822,Rural,295,75.33
47823,Rural,534,197.74
47831,Rural,231,53.95
47833,Rural,604,233.98
47837,Rural,112,24.42
47838,Rural,514,187.42
47839,Rural,64,13.95
47845,Rural,431,144.6
47852,Rural,260,63.64
47856,Rural,491,175.56
47862,Rural,214,48.28
47865,Rural,393,124.99
47872,Rural,311,82.68
47876,Rural,456,157.5
47881,Rural,74,16.13
47884,Rural,384,120.34
47886,Rural,332,93.51
47888,Rural,199,43.38
47889,Rural,153,33.35
47895,Rural,171,37.28
47896,Rural,449,153.88
47911,Rural,350,102.8
47913,Rural,445,151.82
47923,Rural,60,13.08
47926,Rural,194,42.29
47929,Rural,578,220.45
47941,Rural,396,126.54
47943,Rural,448,153.37
47945,Rural,352,103.83
47950,Rural,94,20.49
47957,Rural,458,158.53
47961,Rural,632,249.27
47962,Rural,376,116.22
47963,Rural,477,168.33
47967,Rural,544,202.9
47969,Rural,524,192.58
47976,Rural,310,82.16
47977,Rural,200,43.6
47981,Rural,507,183.81
47987,Rural,424,140.98
48000,Rural,135,29.43
48009,Rural,592,227.67
48013,Rural,76,16.57
48014,Rural,574,218.38
48020,Rural,119,25.94
48025,Rural,265,65.31
48042,Rural,143,31.17
48043,Rural,126,27.47
48050,Rural,493,176.59
48053,Rural,460,159.56
48056,Rural,311,82.68
48058,Rural,68,14.82
48061,Rural,239,56.63
48068,Rural,644,255.82
48071,Rural,456,157.5
48072,Rural,153,33.35
48075,Rural,636,251.46
48086,Rural,201,43.93
48107,Rural,411,134.28
48118,Rural,486,172.98
48123,Rural,355,105.38
48129,Rural,173,37.71
48136,Rural,165,35.97
48143,Rural,86,18.75
48155,Rural,240,56.96
48172,Rural,130,28.34
48175,Rural,491,175.56
48195,Rural,92,20.06
48204,Rural,508,184.33
48206,Rural,290,73.66
48207,Rural,156,34.01
48208,Rural,607,235.62
48212,Rural,126,27.47
48214,Rural,315,84.74
48216,Rural,129,28.12
48220,Rural,550,206.0
48226,Rural,109,23.76
48239,Rural,391,123.96
48242,Rural,610,237.26
48243,Rural,625,245.45
48255,Rural,601,232.35
48256,Rural,445,151.82
48259,Rural,325,89.9
48264,Rural,431,144.6
48280,Rural,66,14.39
48282,Rural,272,67.65
48283,Rural,623,244.36
48285,Rural,314,84.22
48292,Rural,164,35.75
48301,Rural,610,237.26
48303,Rural,503,181.75
48307,Rural,524,192.58
48308,Rural,503,181.75
48310,Rural,501,180.72
48322,Rural,218,49.61
48330,Rural,58,12.64
48331,Rural,280,70.32
48333,Rural,484,171.94
48334,Rural,109,23.76
48342,Rural,175,38.15
48348,Rural,71,15.48
48352,Rural,355,105.38
48353,Rural,479,169.36
48355,Rural,434,146.14
48357,Rural,78,17.0
48358,Rural,272,67.65
48360,Rural,456,157.5
48362,Rural,356,105.9
48366,Rural,492,176.07
48376,Rural,387,121.89
48386,Rural,293,74.66
48391,Rural,484,171.94
48393,Rural,54,11.77
48406,Rural,396,126.54
48407,Rural,605,234.53
48415,Rural,406,131.7
48417,Rural,112,24.42
48421,Rural,313,83.71
48425,Rural,135,29.43
48426,Rural,163,35.53
48436,Rural,187,40.77
48437,Rural,132,28.78
48439,Rural,571,216.84
48442,Rural,161,35.1
48443,Rural,469,164.2
48446,Rural,307,80.61
48460,Rural,329,91.96
48465,Rural,636,251.46
48472,Rural,183,39.89
48485,Rural,413,135.31
48486,Rural,290,73.66
48489,Rural,309,81.64
48492,Rural,387,121.89
48496,Rural,252,60.97
48498,Rural,634,250.36
48499,Rural,566,214.26
48502,Rural,106,23.11
48505,Rural,325,89.9
48508,Rural,607,235.62
48510,Rural,150,32.7
48512,Rural,645,256.37
48521,Rural,429,143.56
48524,Rural,562,212.19
48526,Rural,220,50.28
48529,Rural,271,67.31
48546,Rural,391,123.96
48548,Rural,266,65.64
48559,Rural,516,188.46
48565,Rural,332,93.51
48568,Rural,476,167.82
48569,Rural,384,120.34
48571,Rural,509,184.84
48572,Rural,132,28.78
48576,Rural,586,224.58
48577,Rural,264,64.98
48580,Rural,441,149.76
48592,Rural,201,43.93
48593,Rural,514,187.42
48595,Rural,584,223.54
48617,Rural,245,58.63
48619,Rural,140,30.52
48620,Rural,303,78.55
48627,Rural,218,49.61
48634,Rural,277,69.32
48635,Rural,398,127.57
48637,Rural,283,71.32
48640,Rural,295,75.33
48643,Rural,469,164.2
48647,Rural,361,108.48
48650,Rural,303,78.55
48656,Rural,586,224.58
48658,Rural,543,202.39
48664,Rural,234,54.96
48666,Rural,508,184.33
48667,Rural,170,37.06
48668,Rural,220,50.28
48689,Rural,182,39.68
48690,Rural,119,25.94
48691,Rural,134,29.21
48712,Rural,428,143.05
48718,Rural,307,80.61
48723,Rural,461,160.08
48734,Rural,160,34.88
48741,Rural,95,20.71
48742,Rural,355,105.38
48746,Rural,575,218.9
48747,Rural,416,136.86
48749,Rural,364,110.02
48752,Rural,209,46.61
48754,Rural,132,28.78
48766,Rural,472,165.75
48768,Rural,489,174.52
48770,Rural,75,16.35
48771,Rural,595,229.22
48772,Rural,396,126.54
48788,Rural,512,186.39
48790,Rural,542,201.87
48795,Rural,83,18.09
48797,Rural,71,15.48
48802,Rural,288,72.99
48810,Rural,261,63.97
48829,Rural,229,53.29
48832,Rural,247,59.3
48839,Rural,269,66.65
48847,Rural,498,179.17
48848,Rural,234,54.96
48865,Rural,163,35.53
48866,Rural,118,25.72
48870,Rural,290,73.66
48876,Rural,275,68.65
48885,Rural,267,65.98
48886,Rural,602,232.89
48889,Rural,185,40.33
48894,Rural,320,87.32
48896,Rural,231,53.95
48914,Rural,426,142.02
48916,Rural,57,12.43
48922,Rural,194,42.29
48933,Rural,317,85.77
48935,Rural,584,223.54
48938,Rural,524,192.58
48941,Rural,517,188.97
48945,Rural,422,139.95
48966,Rural,631,248.73
48968,Rural,507,183.81
48971,Rural,471,165.24
48973,Rural,257,62.64
48975,Rural,78,17.0
48977,Rural,90,19.62
48979,Rural,404,130.66
48980,Rural,549,205.48
48991,Rural,549,205.48
48993,Rural,92,20.06
48995,Rural,498,179.17
48996,Rural,286,72.32
48997,Rural,187,40.77
49007,Rural,321,87.84
49009,Rural,170,37.06
49010,Rural,335,95.06
49016,Rural,67,14.61
49021,Rural,531,196.2
49030,Rural,414,135.82
49035,Rural,286,72.32
49038,Rural,420,138.92
49043,Rural,365,110.54
49045,Rural,216,48.94
49047,Rural,582,222.51
49058,Rural,86,18.75
49060,Rural,454,156.46
49061,Rural,457,158.01
49075,Rural,71,15.48
49078,Rural,384,120.34
49091,Rural,496,178.14
49094,Rural,427,142.53
49103,Rural,540,200.84
49113,Rural,70,15.26
49120,Rural,607,235.62
49133,Rural,116,25.29
49134,Rural,577,219.93
49137,Rural,548,204.97
49138,Rural,606,235.08
49150,Rural,137,29.87
49151,Rural,122,26.6
49152,Rural,161,35.1
49154,Rural,274,68.32
49159,Rural,383,119.83
49166,Rural,584,223.54
49170,Rural,303,78.55
49171,Rural,405,131.18
49172,Rural,521,191.04
49184,Rural,203,44.6
49185,Rural,550,206.0
49192,Rural,349,102.28
49193,Rural,477,168.33
49209,Rural,220,50.28
49215,Rural,85,18.53
49218,Rural,206,45.6
49223,Rural,527,194.13
49224,Rural,447,152.85
49227,Rural,95,20.71
49232,Rural,78,17.0
49239,Rural,111,24.2
49242,Rural,359,107.44
49243,Rural,401,129.12
49247,Rural,398,127.57
49264,Rural,400,128.6
49266,Rural,255,61.97
49269,Rural,184,40.11
49276,Rural,538,199.81
49281,Rural,122,26.6
49282,Rural,258,62.97
49283,Rural,97,21.15
49289,Rural,218,49.61
49302,Rural,628,247.09
49306,Rural,187,40.77
49309,Rural,107,23.33
49313,Rural,314,84.22
49316,Rural,650,259.1
49318,Rural,624,244.9
49321,Rural,536,198.78
49334,Rural,298,76.33
49336,Rural,390,123.44
49346,Rural,59,12.86
49350,Rural,581,222.0
49353,Rural,415,136.34
49357,Rural,317,85.77
49361,Rural,244,58.3
49378,Rural,361,108.48
49380,Rural,646,256.92
49382,Rural,254,61.64
49391,Rural,592,227.67
49395,Rural,541,201.36
49398,Rural,110,23.98
49405,Rural,75,16.35
49409,Rural,519,190.0
49411,Rural,239,56.63
49421,Rural,466,162.66
49423,Rural,53,11.55
49426,Rural,324,89.38
49429,Rural,572,217.35
49430,Rural,339,97.12
49436,Rural,579,220.96
49439,Rural,582,222.51
49447,Rural,82,17.88
49454,Rural,561,211.68
49467,Rural,269,66.65
49470,Rural,518,189.49
49485,Rural,204,44.94
49496,Rural,50,10.9
49498,Rural,67,14.61
49499,Rural,539,200.32
49513,Rural,339,97.12
49524,Rural,60,13.08
49527,Rural,549,205.48
49529,Rural,524,192.58
49532,Rural,380,118.28
49534,Rural,604,233.98
49538,Rural,263,64.64
49542,Rural,244,58.3
49544,Rural,284,71.66
49547,Rural,499,179.68
49551,Rural,276,68.98
49555,Rural,393,124.99
49563,Rural,131,28.56
49566,Rural,65,14.17
49567,Rural,443,150.79
49570,Rural,520,190.52
49571,Rural,64,13.95
49608,Rural,96,20.93
49611,Rural,289,73.33
49612,Rural,498,179.17
49627,Rural,120,26.16
49628,Rural,123,26.81
49638,Rural,73,15.91
49639,Rural,306,80.1
49642,Rural,601,232.35
49647,Rural,234,54.96
49648,Rural,353,104.35
49650,Rural,642,254.73
49651,Rural,231,53.95
49660,Rural,473,166.27
49661,Rural,411,134.28
49662,Rural,421,139.44
49663,Rural,175,38.15
49682,Rural,440,149.24
49687,Rural,338,96.61
49688,Rural,442,150.27
49705,Rural,644,255.82
49706,Rural,623,244.36
49708,Rural,321,87.84
49712,Rural,301,77.52
49715,Rural,574,218.38
49719,Rural,68,14.82
49721,Rural,587,225.09
49727,Rural,467,163.17
49732,Rural,388,122.41
49733,Rural,549,205.48
49736,Rural,437,147.69
49750,Rural,521,191.04
49751,Rural,264,64.98
49757,Rural,490,175.04
49758,Rural,78,17.0
49770,Rural,211,47.27
49774,Rural,571,216.84
49777,Rural,60,13.08
49780,Rural,158,34.44
49790,Rural,134,29.21
49792,Rural,322,88.35
49795,Rural,579,220.96
49812,Rural,549,205.48
49815,Rural,603,233.44
49844,Rural,148,32.26
49845,Rural,347,101.25
49847,Rural,182,39.68
49855,Rural,277,69.32
49860,Rural,336,95.58
49862,Rural,172,37.5
49869,Rural,54,11.77
49881,Rural,481,170.4
49901,Rural,164,35.75
49908,Rural,228,52.95
49910,Rural,141,30.74
49914,Rural,261,63.97
49929,Rural,398,127.57
49933,Rural,356,105.9
49934,Rural,200,43.6
49935,Rural,530,195.68
49938,Rural,151,32.92
49951,Rural,578,220.45
49956,Rural,274,68.32
49959,Rural,420,138.92
49965,Rural,528,194.65
49968,Rural,326,90.42
49979,Rural,603,233.44
49988,Rural,584,223.54
49994,Rural,285,71.99
49997,Rural,135,29.43
50002,Rural,397,127.05
50009,Rural,379,117.76
50022,Rural,483,171.43
50026,Rural,429,143.56
50031,Rural,291,73.99
50038,Rural,624,244.9
50039,Rural,275,68.65
50047,Rural,185,40.33
50056,Rural,140,30.52
50057,Rural,458,158.53
50058,Rural,443,150.79
50073,Rural,566,214.26
50077,Rural,575,218.9
50078,Rural,446,152.34
50083,Rural,153,33.35
50084,Rural,259,63.31
50096,Rural,407,132.21
50104,Rural,420,138.92
50108,Rural,278,69.65
50109,Rural,432,145.11
50117,Rural,450,154.4
50122,Rural,501,180.72
50135,Rural,119,25.94
50138,Rural,549,205.48
50140,Rural,79,17.22
50150,Rural,194,42.29
50159,Rural,498,179.17
50161,Rural,445,151.82
50163,Rural,80,17.44
50164,Rural,106,23.11
50165,Rural,176,38.37
50174,Rural,459,159.04
50175,Rural,623,244.36
50179,Rural,554,208.06
50181,Rural,634,250.36
50183,Rural,637,252.0
50184,Rural,578,220.45
50186,Rural,616,240.54
50192,Rural,554,208.06
50199,Rural,401,129.12
50209,Rural,126,27.47
50217,Rural,207,45.94
50223,Rural,625,245.45
50225,Rural,323,88.87
50233,Rural,370,113.12
50238,Rural,559,210.64
50246,Rural,619,242.17
50247,Rural,72,15.7
50269,Rural,458,158.53
50273,Rural,506,183.3
50275,Rural,382,119.31
50279,Rural,76,16.57
50280,Rural,491,175.56
50294,Rural,591,227.16
50295,Rural,249,59.97
50296,Rural,278,69.65
50299,Rural,116,25.29
50300,Rural,72,15.7
50304,Rural,346,100.74
50320,Rural,104,22.67
50334,Rural,565,213.74
50335,Rural,411,134.28
50342,Rural,327,90.93
50346,Rural,326,90.42
50348,Rural,517,188.97
50359,Rural,649,258.55
50361,Rural,68,14.82
50377,Rural,616,240.54
50393,Rural,318,86.29
50394,Rural,433,145.63
50399,Rural,612,238.35
50403,Rural,116,25.29
50405,Rural,138,30.08
50410,Rural,611,237.81
50411,Rural,464,161.62
50424,Rural,259,63.31
50425,Rural,578,220.45
50426,Rural,209,46.61
50430,Rural,116,25.29
50431,Rural,138,30.08
50435,Rural,504,182.26
50439,Rural,473,166.27
50441,Rural,380,118.28
50443,Rural,592,227.67
50457,Rural,638,252.55
50466,Rural,531,196.2
50468,Rural,627,246.54
50470,Rural,165,35.97
50471,Rural,571,216.84
50472,Rural,305,79.58
50482,Rural,64,13.95
50504,Rural,405,131.18
50509,Rural,611,237.81
50515,Rural,172,37.5
50516,Rural,194,42.29
50522,Rural,347,101.25
50524,Rural,106,23.11
50531,Rural,387,121.89
50532,Rural,539,200.32
50533,Rural,109,23.76
50542,Rural,634,250.36
50547,Rural,106,23.11
50548,Rural,412,134.79
50552,Rural,156,34.01
50557,Rural,362,108.99
50564,Rural,496,178.14
50576,Rural,376,116.22
50579,Rural,374,115.18
50582,Rural,345,100.22
50588,Rural,386,121.38
50590,Rural,419,138.4
50591,Rural,492,176.07
50595,Rural,600,231.8
50596,Rural,114,24.85
50601,Rural,216,48.94
50607,Rural,93,20.27
50609,Rural,550,206.0
50610,Rural,120,26.16
50615,Rural,185,40.33
50618,Rural,146,31.83
50627,Rural,614,239.44
50630,Rural,412,134.79
50635,Rural,73,15.91
50636,Rural,225,51.95
50637,Rural,88,19.18
50641,Rural,476,167.82
50643,Rural,192,41.86
50644,Rural,452,155.43
50666,Rural,83,18.09
50667,Rural,336,95.58
50683,Rural,243,57.96
50685,Rural,479,169.36
50692,Rural,536,198.78
50694,Rural,276,68.98
50695,Rural,233,54.62
50697,Rural,56,12.21
50699,Rural,63,13.73
50708,Rural,487,173.49
50719,Rural,446,152.34
50724,Rural,150,32.7
50725,Rural,387,121.89
50729,Rural,426,142.02
50731,Rural,261,63.97
50746,Rural,464,161.62
50748,Rural,94,20.49
50752,Rural,619,242.17
50753,Rural,553,207.55
50754,Rural,500,180.2
50756,Rural,241,57.29
50764,Rural,422,139.95
50766,Rural,56,12.21
50781,Rural,515,187.94
50788,Rural,299,76.67
50795,Rural,641,254.19
50797,Rural,424,140.98
50799,Rural,607,235.62
50801,Rural,388,122.41
50802,Rural,606,235.08
50803,Rural,641,254.19
50806,Rural,130,28.34
50809,Rural,224,51.62
50811,Rural,336,95.58
50813,Rural,151,32.92
50814,Rural,253,61.3
50815,Rural,325,89.9
50835,Rural,496,178.14
50846,Rural,231,53.95
50847,Rural,520,190.52
50849,Rural,527,194.13
50855,Rural,414,135.82
50857,Rural,581,222.0
50861,Rural,574,218.38
50862,Rural,53,11.55
50866,Rural,108,23.54
50874,Rural,565,213.74
50877,Rural,83,18.09
50878,Rural,495,177.62
50881,Rural,462,160.59
50889,Rural,404,130.66
50895,Rural,509,184.84
50897,Rural,496,178.14
50898,Rural,443,150.79
50901,Rural,222,50.95
50904,Rural,345,100.22
50913,Rural,236,55.62
50921,Rural,181,39.46
50924,Rural,210,46.94
50931,Rural,152,33.14
50933,Rural,272,67.65
50937,Rural,312,83.19
50943,Rural,204,44.94
50950,Rural,127,27.69
50957,Rural,557,209.61
50964,Rural,218,49.61
50983,Rural,301,77.52
50988,Rural,277,69.32
50991,Rural,528,194.65
50993,Rural,245,58.63
50996,Rural,550,206.0
51004,Rural,144,31.39
51007,Rural,597,230.25
51011,Rural,640,253.64
51016,Rural,612,238.35
51023,Rural,304,79.06
51030,Rural,353,104.35
51039,Rural,456,157.5
51045,Rural,97,21.15
51055,Rural,132,28.78
51057,Rural,408,132.73
51066,Rural,453,155.95
51069,Rural,408,132.73
51074,Rural,275,68.65
51077,Rural,383,119.83
51080,Rural,336,95.58
51084,Rural,242,57.63
51100,Rural,230,53.62
51105,Rural,471,165.24
51112,Rural,56,12.21
51113,Rural,262,64.31
51118,Rural,502,181.23
51124,Rural,305,79.58
51125,Rural,354,104.86
51127,Rural,328,91.45
51132,Rural,252,60.97
51133,Rural,235,55.29
51134,Rural,258,62.97
51145,Rural,554,208.06
51146,Rural,420,138.92
51153,Rural,61,13.3
51159,Rural,134,29.21
51177,Rural,323,88.87
51180,Rural,625,245.45
51183,Rural,139,30.3
51187,Rural,203,44.6
51190,Rural,77,16.79
51192,Rural,510,185.36
51195,Rural,380,118.28
51196,Rural,559,210.64
51197,Rural,566,214.26
51199,Rural,311,82.68
51201,Rural,204,44.94
51206,Rural,370,113.12
51210,Rural,121,26.38
51213,Rural,157,34.23
51216,Rural,103,22.45
51221,Rural,637,252.0
51223,Rural,229,53.29
51225,Rural,546,203.94
51228,Rural,476,167.82
51231,Rural,325,89.9
51245,Rural,139,30.3
51249,Rural,455,156.98
51250,Rural,579,220.96
51256,Rural,257,62.64
51264,Rural,406,131.7
51265,Rural,529,195.16
51267,Rural,54,11.77
51268,Rural,440,149.24
51272,Rural,180,39.24
51275,Rural,360,107.96
51281,Rural,639,253.09
51284,Rural,80,17.44
51307,Rural,296,75.66
51315,Rural,81,17.66
51322,Rural,541,201.36
51325,Rural,491,175.56
51327,Rural,401,129.12
51329,Rural,415,136.34
51331,Rural,556,209.1
51336,Rural,83,18.09
51340,Rural,386,121.38
51345,Rural,617,241.08
51347,Rural,282,70.99
51348,Rural,90,19.62
51353,Rural,601,232.35
51365,Rural,435,146.66
51366,Rural,196,42.73
51369,Rural,187,40.77
51374,Rural,488,174.01
51393,Rural,648,258.01
51406,Rural,324,89.38
51409,Rural,257,62.64
51415,Rural,127,27.69
51416,Rural,460,159.56
51419,Rural,185,40.33
51427,Rural,573,217.87
51430,Rural,321,87.84
51435,Rural,221,50.61
51436,Rural,153,33.35
51443,Rural,436,147.18
51447,Rural,388,122.41
51454,Rural,112,24.42
51457,Rural,68,14.82
51462,Rural,627,246.54
51471,Rural,522,191.55
51472,Rural,594,228.7
51492,Rural,93,20.27
51496,Rural,446,152.34
51506,Rural,626,246.0
51521,Rural,439,148.72
51523,Rural,136,29.65
51528,Rural,448,153.37
51532,Rural,81,17.66
51535,Rural,141,30.74
51537,Rural,86,18.75
51538,Rural,534,197.74
51540,Rural,409,133.24
51542,Rural,239,56.63
51543,Rural,513,186.91
51551,Rural,537,199.29
51572,Rural,533,197.23
51585,Rural,176,38.37
51587,Rural,255,61.97
51598,Rural,371,113.64
51604,Rural,152,33.14
51621,Rural,430,144.08
51633,Rural,488,174.01
51637,Rural,261,63.97
51642,Rural,212,47.61
51645,Rural,69,15.04
51655,Rural,281,70.65
51663,Rural,536,198.78
51664,Rural,387,121.89
51670,Rural,525,193.1
51672,Rural,388,122.41
51673,Rural,197,42.95
51680,Rural,398,127.57
51687,Rural,59,12.86
51690,Rural,63,13.73
51693,Rural,254,61.64
51711,Rural,376,116.22
51712,Rural,633,249.82
51716,Rural,77,16.79
51733,Rural,385,120.86
51740,Rural,79,17.22
51757,Rural,594,228.7
51764,Rural,149,32.48
51770,Rural,59,12.86
51771,Rural,528,194.65
51774,Rural,546,203.94
51779,Rural,469,164.2
51784,Rural,357,106.41
51785,Rural,139,30.3
51787,Rural,640,253.64
51793,Rural,214,48.28
51796,Rural,204,44.94
51797,Rural,409,133.24
51804,Rural,502,181.23
51809,Rural,429,143.56
51812,Rural,282,70.99
51817,Rural,504,182.26
51825,Rural,323,88.87
51826,Rural,164,35.75
51830,Rural,356,105.9
51847,Rural,245,58.63
51849,Rural,372,114.15
51851,Rural,610,237.26
51857,Rural,323,88.87
51858,Rural,103,22.45
51859,Rural,97,21.15
51867,Rural,155,33.79
51868,Rural,279,69.99
51872,Rural,94,20.49
51873,Rural,621,243.27
51881,Rural,647,257.46
51884,Rural,62,13.52
51886,Rural,326,90.42
51889,Rural,599,231.28
51892,Rural,74,16.13
51893,Rural,493,176.59
51898,Rural,403,130.15
51903,Rural,525,193.1
51904,Rural,583,223.03
51912,Rural,119,25.94
51916,Rural,468,163.69
51917,Rural,398,127.57
51920,Rural,172,37.5
51933,Rural,253,61.3
51934,Rural,309,81.64
51935,Rural,221,50.61
51939,Rural,577,219.93
51943,Rural,238,56.29
51950,Rural,60,13.08
51961,Rural,393,124.99
51967,Rural,531,196.2
51969,Rural,545,203.42
51970,Rural,442,150.27
51972,Rural,110,23.98
51979,Rural,590,226.64
51980,Rural,241,57.29
51981,Rural,239,56.63
51983,Rural,141,30.74
51984,Rural,610,237.26
51993,Rural,545,203.42
51998,Rural,169,36.84
52002,Rural,307,80.61
52003,Rural,179,39.02
52012,Rural,387,121.89
52015,Rural,304,79.06
52017,Rural,259,63.31
52018,Rural,496,178.14
52019,Rural,192,41.86
52024,Rural,571,216.84
52029,Rural,624,244.9
52034,Rural,455,156.98
52041,Rural,461,160.08
52043,Rural,478,168.85
52051,Rural,570,216.32
52060,Rural,561,211.68
52063,Rural,420,138.92
52066,Rural,545,203.42
52067,Rural,607,235.62
52073,Rural,282,70.99
52085,Rural,401,129.12
52086,Rural,474,166.78
52088,Rural,435,146.66
52093,Rural,540,200.84
52100,Rural,518,189.49
52105,Rural,513,186.91
52110,Rural,337,96.09
52125,Rural,473,166.27
52131,Rural,284,71.66
52133,Rural,475,167.3
52137,Rural,568,215.29
52139,Rural,521,191.04
52142,Rural,134,29.21
52149,Rural,583,223.03
52154,Rural,428,143.05
52156,Rural,320,87.32
52158,Rural,391,123.96
52168,Rural,206,45.6
52174,Rural,134,29.21
52175,Rural,646,256.92
52181,Rural,385,120.86
52185,Rural,206,45.6
52187,Rural,596,229.74
52188,Rural,154,33.57
52203,Rural,443,150.79
52206,Rural,152,33.14
52208,Rural,613,238.9
52225,Rural,97,21.15
52226,Rural,404,130.66
52231,Rural,372,114.15
52235,Rural,373,114.67
52236,Rural,405,131.18
52238,Rural,307,80.61
52243,Rural,428,143.05
52253,Rural,393,124.99
52256,Rural,494,177.1
52257,Rural,334,94.54
52258,Rural,138,30.08
52261,Rural,296,75.66
52276,Rural,185,40.33
52278,Rural,194,42.29
52285,Rural,279,69.99
52286,Rural,266,65.64
52291,Rural,54,11.77
52294,Rural,76,16.57
52295,Rural,449,153.88
52296,Rural,405,131.18
52297,Rural,572,217.35
52301,Rural,187,40.77
52303,Rural,612,238.35
52317,Rural,411,134.28
52320,Rural,642,254.73
52325,Rural,423,140.47
52330,Rural,149,32.48
52331,Rural,396,126.54
52334,Rural,376,116.22
52347,Rural,297,76.0
52354,Rural,252,60.97
52361,Rural,78,17.0
52369,Rural,578,220.45
52371,Rural,432,145.11
52375,Rural,532,196.71
52376,Rural,243,57.96
52377,Rural,333,94.03
52383,Rural,644,255.82
52386,Rural,605,234.53
52389,Rural,373,114.67
52391,Rural,459,159.04
52393,Rural,107,23.33
52394,Rural,130,28.34
52395,Rural,347,101.25
52399,Rural,346,100.74
52401,Rural,228,52.95
52402,Rural,135,29.43
52404,Rural,536,198.78
52405,Rural,528,194.65
52408,Rural,411,134.28
52423,Rural,91,19.84
52433,Rural,189,41.2
52435,Rural,507,183.81
52436,Rural,306,80.1
52438,Rural,229,53.29
52444,Rural,599,231.28
52445,Rural,325,89.9
52456,Rural,317,85.77
52461,Rural,409,133.24
52463,Rural,503,181.75
52464,Rural,365,110.54
52465,Rural,229,53.29
52468,Rural,509,184.84
52470,Rural,303,78.55
52475,Rural,518,189.49
52476,Rural,271,67.31
52481,Rural,592,227.67
52484,Rural,522,191.55
52487,Rural,136,29.65
52489,Rural,345,100.22
52491,Rural,65,14.17
52492,Rural,536,198.78
52495,Rural,602,232.89
52501,Rural,629,247.63
52502,Rural,627,246.54
52503,Rural,504,182.26
52514,Rural,306,80.1
52516,Rural,162,35.32
52522,Rural,133,28.99
52528,Rural,396,126.54
52531,Rural,300,77.0
52533,Rural,394,125.5
52539,Rural,393,124.99
